user_id,grupo,compro
874,A,0
462,A,0
405,A,0
552,A,0
2039,B,0
700,A,0
1133,A,0
661,A,0
947,A,0
651,A,0
709,A,0
1604,B,0
2390,B,0
2322,B,0
1425,B,1
1217,A,0
1914,B,0
1925,B,0
105,A,1
1065,A,0
315,A,0
1290,B,0
1428,B,1
1901,B,0
154,A,0
1793,B,0
1106,A,0
693,A,0
2004,B,0
861,A,0
2506,B,0
685,A,1
274,A,1
2177,B,0
629,A,0
2247,B,0
327,A,0
601,A,0
1523,B,0
667,A,0
2313,B,0
10,A,0
2323,B,0
1677,B,0
349,A,0
1627,B,0
944,A,0
872,A,0
1788,B,0
2320,B,0
1637,B,0
2122,B,0
2382,B,1
86,A,0
2141,B,0
1878,B,0
187,A,0
1063,A,0
2356,B,0
495,A,0
2020,B,0
8,A,0
520,A,0
1271,B,0
930,A,0
245,A,0
1835,B,0
619,A,0
1297,B,0
2173,B,0
797,A,1
883,A,0
2211,B,0
1284,B,0
1414,B,0
2002,B,0
886,A,0
870,A,1
2007,B,0
1625,B,0
357,A,0
1163,A,0
1356,B,1
2387,B,0
1276,B,0
1891,B,0
580,A,0
1606,B,0
1692,B,0
863,A,0
1547,B,0
2098,B,0
620,A,0
493,A,0
1117,A,0
1542,B,0
990,A,0
2051,B,0
1758,B,0
1933,B,0
1582,B,0
1146,A,0
2063,B,0
2381,B,1
1697,B,0
2418,B,0
1844,B,0
2053,B,0
1777,B,0
686,A,0
159,A,0
1593,B,0
1724,B,0
216,A,0
1073,A,0
491,A,0
1995,B,0
1007,A,0
1092,A,0
461,A,0
1418,B,0
26,A,0
1114,A,0
1595,B,0
1553,B,0
233,A,0
278,A,0
434,A,0
980,A,0
1848,B,0
631,A,0
393,A,0
1128,A,0
1626,B,0
516,A,0
1242,A,0
1148,A,0
1103,A,0
1250,A,0
2205,B,0
489,A,1
195,A,0
616,A,1
644,A,0
1083,A,0
2419,B,0
225,A,0
331,A,0
2208,B,1
457,A,0
307,A,0
973,A,0
484,A,0
720,A,0
2449,B,0
2060,B,0
2103,B,0
33,A,0
665,A,0
1525,B,0
1760,B,0
1445,B,1
2380,B,0
2365,B,0
1723,B,0
1706,B,0
2372,B,1
2152,B,0
119,A,0
2278,B,0
1402,B,0
740,A,0
171,A,0
541,A,1
884,A,0
2065,B,0
2439,B,0
387,A,0
675,A,0
398,A,0
2326,B,1
1816,B,1
558,A,0
2101,B,1
1068,A,0
1674,B,0
2102,B,0
118,A,0
2097,B,0
1549,B,0
2275,B,1
2363,B,0
356,A,0
2476,B,1
1462,B,0
822,A,0
540,A,0
940,A,0
1052,A,0
1828,B,1
776,A,0
1752,B,0
2445,B,0
1773,B,1
1197,A,1
1879,B,0
2017,B,0
2006,B,0
952,A,0
1483,B,0
329,A,0
649,A,0
2446,B,0
1124,A,0
397,A,0
2258,B,0
2441,B,0
1479,B,0
892,A,0
873,A,0
1260,B,0
227,A,1
1998,B,0
1682,B,1
1520,B,1
1379,B,0
1577,B,0
1024,A,1
1328,B,0
1526,B,0
2362,B,0
913,A,0
1317,B,0
1676,B,0
1747,B,0
533,A,1
1737,B,0
1630,B,0
793,A,0
431,A,0
1809,B,0
523,A,1
2490,B,0
1125,A,0
235,A,0
23,A,0
2223,B,0
906,A,0
2011,B,0
929,A,0
1949,B,0
2266,B,0
471,A,0
1996,B,0
198,A,0
2225,B,0
1107,A,0
2189,B,0
819,A,0
1476,B,0
428,A,0
1698,B,0
1947,B,0
137,A,0
1643,B,0
633,A,0
668,A,0
1181,A,1
1856,B,0
889,A,0
2373,B,0
1961,B,0
1800,B,0
818,A,0
1112,A,0
2257,B,0
2342,B,0
1810,B,0
1885,B,0
1265,B,0
991,A,0
1465,B,1
1740,B,0
2458,B,0
354,A,0
850,A,0
2438,B,0
1036,A,0
1490,B,0
1495,B,0
1229,A,1
2308,B,0
1054,A,0
1046,A,0
53,A,1
1012,A,1
160,A,0
660,A,0
1588,B,0
1590,B,0
1480,B,0
1470,B,0
183,A,1
2505,B,0
2079,B,1
1305,B,0
1077,A,0
1557,B,0
437,A,0
1694,B,0
2369,B,0
1589,B,0
1051,A,0
1591,B,0
632,A,0
974,A,0
1239,A,1
2343,B,0
2454,B,0
1951,B,0
2159,B,0
2232,B,0
2499,B,1
1498,B,0
450,A,0
2370,B,0
162,A,0
2423,B,0
1681,B,0
1090,A,0
1552,B,0
358,A,0
1147,A,0
2131,B,0
2093,B,0
1314,B,0
2016,B,0
188,A,0
910,A,0
1099,A,0
1382,B,0
2015,B,0
414,A,0
942,A,0
802,A,0
2485,B,0
547,A,0
257,A,1
201,A,0
2236,B,0
648,A,0
1768,B,0
141,A,1
2474,B,0
2049,B,0
1573,B,0
25,A,0
1089,A,1
579,A,0
542,A,0
113,A,1
2312,B,1
19,A,0
57,A,0
1310,B,0
696,A,0
2242,B,0
1228,A,0
2000,B,0
277,A,0
126,A,0
2368,B,0
1834,B,0
683,A,0
1750,B,0
22,A,0
1138,A,0
2335,B,0
1725,B,0
943,A,0
1037,A,0
2491,B,0
1347,B,0
2195,B,0
840,A,0
881,A,0
2385,B,0
116,A,0
